companey_name,address,companey_category,contact,website,detail_url,latitude,longitude,img_src,rating,reviews_count
Pizza Company,"BOTTOLA Major M A Jalil Rd, Barisal 8200",Pizza restaurant,01400-426610,https://www.foodpanda.com.bd/restaurant/xhb9/pizza-company?utm_source=google&utm_medium=organic&utm_campaign=google_reserve_place_order_action,"https://www.google.com/maps/place/Pizza+Company/@22.7015742,90.3619647,17z/data=!3m1!4b1!4m6!3m5!1s0x3755359d42a59d47:0xd01910974ef3ba71!8m2!3d22.7015742!4d90.3619647!16s%2Fg%2F11smcmktgn?authuser=0&hl=en&entry=ttu",22.7015742,90.3619647,https://lh5.googleusercontent.com/p/AF1QipP9UzfdtUl6RsNvus6P4VrkI_8IS5gpd40SSZio=w408-h544-k-no,4.0,227
Bangali Hotel And Restura,"C and B Rd, Near Natullahbad Bus Stand, Barishal",Bangladeshi restaurant,01312-686816,tel:01312686816,"https://www.google.com/maps/place/Bangali+Hotel+And+Restura/@22.7139671,90.3491274,17z/data=!3m1!4b1!4m6!3m5!1s0x375534277742386b:0xe964028930e4fd95!8m2!3d22.7139671!4d90.3491274!16s%2Fg%2F11gfp0snwx?authuser=0&hl=en&entry=ttu",22.7139671,90.3491274,https://lh5.googleusercontent.com/p/AF1QipOVcvBVQzRsWJFLZoMzI1NW7lUjBX7U8zO4oKNZ=w408-h544-k-no,3.6,193
গরীবে নেওয়াজ খাবার হোটেল,"নগর প্লাজা, A-3/3 Rupatali Housing, Barishal",Restaurant,01753-624123,tel:01753624123,"https://www.google.com/maps/place/%E0%A6%97%E0%A6%B0%E0%A7%80%E0%A6%AC%E0%A7%87+%E0%A6%A8%E0%A7%87%E0%A6%93%E0%A7%9F%E0%A6%BE%E0%A6%9C+%E0%A6%96%E0%A6%BE%E0%A6%AC%E0%A6%BE%E0%A6%B0+%E0%A6%B9%E0%A7%8B%E0%A6%9F%E0%A7%87%E0%A6%B2/@22.6785783,90.3475696,17z/data=!3m1!4b1!4m6!3m5!1s0x375535d7492b3c75:0xf73057cd0672d310!8m2!3d22.6785783!4d90.3475696!16s%2Fg%2F11sx5xsdnn?authuser=0&hl=en&entry=ttu",22.6785783,90.3475696,https://lh5.googleusercontent.com/p/AF1QipMGajulYIEul-_8YhpV080WaouLEHcBwx-qIk1y=w408-h306-k-no,4.5,2
রাই কিচেন,"Katpotti Rd, Barishal",Vegetarian restaurant,01792-473133,https://www.foodpanda.com.bd/restaurant/t1zy/rai-kitchen-barisal?utm_source=google&utm_medium=organic&utm_campaign=google_reserve_place_order_action,"https://www.google.com/maps/place/%E0%A6%B0%E0%A6%BE%E0%A6%87+%E0%A6%95%E0%A6%BF%E0%A6%9A%E0%A7%87%E0%A6%A8/@22.7048609,90.3726052,17z/data=!3m1!4b1!4m6!3m5!1s0x375535eee18f19c3:0xc46bbaea269ecfab!8m2!3d22.7048609!4d90.3726052!16s%2Fg%2F11p66vntrh?authuser=0&hl=en&entry=ttu",22.7048609,90.3726052,https://lh5.googleusercontent.com/p/AF1QipNW6fujGEJZdiTZTHYDT4YvgEKDPCF9VFWIKIyN=w408-h306-k-no,4.1,22
Cafe Movida,"Gora Chand Das Rd, Barishal 8200",Chinese restaurant,01755-558077,https://www.facebook.com/102957675565129/posts/pfbid02kj2gGti2nJzQiygLAecrFoTjTVMCnejxUX6qby1w4CVynDXY1WBXDPvYo37jJTgJl/,"https://www.google.com/maps/place/Cafe+Movida/@22.7013156,90.3654567,17z/data=!3m1!4b1!4m6!3m5!1s0x375535f839c91e83:0xb011cc6871dcb4f1!8m2!3d22.7013156!4d90.3654567!16s%2Fg%2F11rk7dypy1?authuser=0&hl=en&entry=ttu",22.7013156,90.3654567,https://lh5.googleusercontent.com/p/AF1QipOztogRc6hFeSM_Z5l6dF_nDD6RwXTVn_nY3X32=w408-h253-k-no,4.1,183
Dream kitchen Barisal,"107,Notullabad, Shahid Zia Sharak, Barishal 8200",Chicken restaurant,01307-143234,tel:01307143234,"https://www.google.com/maps/place/Dream+kitchen+Barisal/@22.7129946,90.3494604,17z/data=!3m1!4b1!4m6!3m5!1s0x375535ac69632dd7:0x4befde5b8c686760!8m2!3d22.7129946!4d90.3494604!16s%2Fg%2F11rj4qp0n8?authuser=0&hl=en&entry=ttu",22.7129946,90.3494604,https://lh5.googleusercontent.com/p/AF1QipN2Z2ThZzTyOWEVr6beXPEj0BkHe78Q8PZcQITL=w408-h306-k-no,5.0,2
Monihar Hotel and Restaurant,"P978+23, Barisal",Family restaurant, , ,"https://www.google.com/maps/place/Monihar+Hotel+and+Restaurant/@22.7126975,90.3652636,17z/data=!3m1!4b1!4m6!3m5!1s0x37553535273c5cab:0xeb18167cff4f08b2!8m2!3d22.7126975!4d90.3652636!16s%2Fg%2F11s0k9rnbx?authuser=0&hl=en&entry=ttu",22.7126975,90.3652636,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GnDvLW3CwDMddN5FcgvnvQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=13.322403&pitch=0&thumbfov=100,5.0,1
CHAD MIA AR HOTEL.,"P994+R6V, Shadhur Bat Tola, Barisal, 8200",Family restaurant,01620-159080,tel:01620159080,"https://www.google.com/maps/place/CHAD+MIA+AR+HOTEL./@22.7196006,90.3555505,17z/data=!3m1!4b1!4m6!3m5!1s0x3755374f2c66ce25:0xce02e61fa3f7df98!8m2!3d22.7196006!4d90.3555505!16s%2Fg%2F11qpjchpqn?authuser=0&hl=en&entry=ttu",22.7196006,90.3555505,https://lh5.googleusercontent.com/p/AF1QipMUIcRcmHsZ0M_KjztZTgg3q-ct8OenxQ3M63cT=w408-h709-k-no,5.0,4
Hungry Time-2,"P938+658, Unnamed Road, Barishal",Restaurant, , ,"https://www.google.com/maps/place/Hungry+Time-2/@22.703031,90.36546,17z/data=!3m1!4b1!4m6!3m5!1s0x375535ac8925a435:0x43fb28099eb3966f!8m2!3d22.703031!4d90.36546!16s%2Fg%2F11hmrbr4v_?authuser=0&hl=en&entry=ttu",22.703031,90.36546,https://lh5.googleusercontent.com/p/AF1QipP6cQZIr8UXatT0VMHSf1c141IVR9JQ9xowq7nB=w408-h544-k-no,3.3,12
চুইঝাল রেস্টুরেন্ট,"P964+XVF, BM College Rd, Barishal",Family restaurant, , ,"https://www.google.com/maps/place/%E0%A6%9A%E0%A7%81%E0%A6%87%E0%A6%9D%E0%A6%BE%E0%A6%B2+%E0%A6%B0%E0%A7%87%E0%A6%B8%E0%A7%8D%E0%A6%9F%E0%A7%81%E0%A6%B0%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%9F/@22.7124396,90.3571605,17z/data=!3m1!4b1!4m6!3m5!1s0x37553555c2f1d2a9:0xb994e90cf050e9a!8m2!3d22.7124396!4d90.3571605!16s%2Fg%2F11sz9pvwpw?authuser=0&hl=en&entry=ttu",22.7124396,90.3571605,https://lh5.googleusercontent.com/p/AF1QipOiJqkk5ZJNdNalTHEwbvjT4kK42qawEaXK6Oc=w408-h544-k-no,3.8,12
RJ Thai & Chinese Restaurant,"Major M A Jalil Rd, Barishal 8200",Restaurant,01718-731114,tel:01718731114,"https://www.google.com/maps/place/RJ+Thai+%26+Chinese+Restaurant/@22.7014753,90.3636254,17z/data=!3m1!4b1!4m6!3m5!1s0x37553546bb1cda4b:0x69f9ded4e008beed!8m2!3d22.7014753!4d90.3636254!16s%2Fg%2F11s5pb82mk?authuser=0&hl=en&entry=ttu",22.7014753,90.3636254,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YiybzeToJz2IPJVl7bJmUg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=342.57666&pitch=0&thumbfov=100, , 
River Sight,"Taltoli Bridge, Barishal",Restaurant,01712-641696,https://www.facebook.com/SweetBoyRomjan?mibextid=ZbWKwL,"https://www.google.com/maps/place/River+Sight/@22.7403963,90.3777597,17z/data=!3m1!4b1!4m6!3m5!1s0x37553120d376c167:0xf8683e3d466ac7e5!8m2!3d22.7403963!4d90.3777597!16s%2Fg%2F11k4b8js6y?authuser=0&hl=en&entry=ttu",22.7403963,90.3777597,https://lh5.googleusercontent.com/p/AF1QipPuZc68qU4fiGkRgl7NYy9ps4hgweDorx1qnsIp=w418-h240-k-no,4.1,8
Food Glory Restaurant,"P938+V84, Bogra Rd, Barishal",Restaurant,01845-132007,tel:01845132007,https://www.google.com/maps/place/Food+Glory+Restaurant/data=!4m7!3m6!1s0x375535d73ceb4647:0x2b4c0a22a3201fb9!8m2!3d22.7046333!4d90.3658329!16s%2Fg%2F11l3m2dv62!19sChIJR0brPNc1VTcRuR8goyIKTCs?authuser=0&hl=en&rclk=1, , ,https://lh5.googleusercontent.com/p/AF1QipOWreDDMwHAUtxPZOuYvc3RnOySCGoFoNHFrQs=w408-h280-k-no,4.5,11
